epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g
1,10/28 05:53:49,10000,-30548.723204053294,0.026421688497066498,0.08329736441373825,8.12870098576083
2,10/28 05:53:55,2888,-102738.96867960854,-0.0971946194767952,-0.05257933586835861,28.36227593523634
3,10/28 05:53:57,688,-101178.13595986096,0.07461399585008621,-0.01118924468755722,19.3285940835441
4,10/28 05:54:16,10000,-22851.70155231496,-0.047334153205156326,0.031565990298986435,21.215701378403118
5,10/28 05:54:36,10000,-57676.79073140061,0.02649592235684395,0.132666677236557,20.06181875645046
6,10/28 05:54:56,10000,-11149.226595121647,-0.05361663177609444,-0.13592971861362457,17.663439202116916
7,10/28 05:54:58,849,-97327.0586160695,0.11061640828847885,-0.01198331918567419,26.426976920311297
8,10/28 05:55:28,10000,-98813.35507938464,-0.07580054551362991,0.13961800932884216,3.0976582091617
9,10/28 05:56:14,10000,-7210.223715217339,0.046912822872400284,0.010171790607273579,4.125225135336397
10,10/28 05:56:53,10000,-40135.96340546115,-0.045093733817338943,0.09058866649866104,13.622432734989605
11,10/28 05:57:33,10000,-10741.820651946808,0.03593255206942558,0.0745256096124649,29.82269662560727
12,10/28 05:57:59,10000,-61055.88715745373,0.06900767236948013,0.10865592211484909,5.493920329814034
13,10/28 05:58:20,10000,-45909.39377419131,0.0015485743060708046,0.11591947823762894,12.334358793328656
14,10/28 05:58:41,10000,-2681.2234228879315,-0.00882813986390829,-0.02539459988474846,16.15959641243959
15,10/28 05:59:13,10000,-43210.2997668105,-0.010945522226393223,0.12956495583057404,24.582285921737068
