epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g
1,10/28 05:20:59,40000,-51129.793974540175,0.05206524208188057,0.060658104717731476,20.247214758507546
2,10/28 05:22:23,40000,-193603.70118287686,-0.13131852447986603,-0.08414161950349808,6.996853622842402
3,10/28 05:24:01,40000,-167622.3151070665,0.09336783736944199,0.10860564559698105,9.046603752027618
4,10/28 05:25:28,40000,-160630.4891162053,-0.07031022012233734,0.12283129245042801,4.406233792605946
5,10/28 05:26:59,40000,-38637.567002341,-0.05286774784326553,-0.07232977449893951,11.09472789720193
6,10/28 05:29:38,40000,-119073.0131518708,-0.1012192964553833,0.07208404690027237,17.888544812958838
7,10/28 05:32:05,40000,-251732.98390036094,0.1165521964430809,-0.1336795836687088,5.302340019985251
8,10/28 05:34:46,40000,-93471.49855554622,0.10634502023458481,-0.01192382164299488,8.45811479779264
10,10/28 05:37:44,40000,-259402.76026650897,0.13942262530326843,-0.1140926405787468,4.283466364664564
11,10/28 05:40:20,40000,-153222.05053270128,0.10436918586492538,-0.07454691082239151,21.23086551294899
12,10/28 05:42:59,40000,-141740.12287612993,-0.10543721914291382,-0.0807458683848381,20.37630568104784
13,10/28 05:45:28,40000,-160818.44222741362,-0.13767342269420624,-0.03404946252703667,1.882845698598829
14,10/28 05:47:01,40000,-11895.828888018164,0.049428801983594894,0.035136278718709946,8.734115028781218
15,10/28 05:49:20,40000,-100347.475602516,-0.04432035982608795,-0.10296919196844101,1.4875229086881008
17,10/28 05:52:10,10000,-15197.96019683375,0.03830179199576378,0.048257142305374146,18.972339541641063
