epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g,terminated,truncated,total_reward_per_L1_dist
2,10/29 09:39:00,1862,-97757.04702730756,0.12597915530204773,0.07441235333681107,24.278272223222896,False,True,-487830.3125
3,10/29 09:39:10,1192,-102763.22375724869,0.05689525976777077,-0.12457717210054398,23.573344669700017,False,True,-1518326.375
4,10/29 09:39:19,1249,-94940.2931764499,0.08811107277870178,-0.008562338538467884,8.078895651244638,False,True,-1193486.0
5,10/29 09:39:23,499,-100791.54732224921,0.1296008825302124,-0.10381952673196793,7.429850640426255,False,True,-3909474.25
6,10/29 09:39:35,1846,-126381.38716056223,-0.12370041757822037,-0.11816682666540146,9.921555030694188,False,True,-522523.78125
7,10/29 09:39:50,949,-107822.65947143766,-0.03748523071408272,0.019451791420578957,18.649546144616544,False,True,-5979040.0
8,10/29 09:40:07,935,-121179.10100536613,-0.0075020380318164825,0.12616755068302155,24.771833185524496,False,True,-1021182.125
9,10/29 09:40:16,477,-107474.29059754149,0.09808176010847092,-0.10887376964092255,24.705936330849674,False,True,-9958691.0
10,10/29 09:40:33,979,-139128.01055687916,-0.07777760922908783,0.062453482300043106,16.181325763011532,False,True,-9079017.0
11,10/29 09:40:43,536,-99096.01521196378,0.10402113199234009,-0.05409121885895729,5.796928211465727,False,True,-1984702.375
