epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g,terminated,truncated,total_reward_per_L1_dist
2,10/29 09:07:36,10000,-57449.996086907784,0.11041928827762604,0.04613528773188591,2.764658182416215,False,True,-366964.65625
3,10/29 09:08:12,2748,-89902.01022156172,-0.024750933051109314,0.021344276145100594,20.10042305768161,False,True,-26390098.0
4,10/29 09:08:17,454,-107510.69740666497,0.10878805071115494,0.09524837881326675,26.767528363269005,False,True,-526919.125
5,10/29 09:08:35,1583,-93303.94536177286,-0.06314021348953247,-0.03678154572844505,19.37955738379531,False,True,-933770.0
6,10/29 09:09:00,2225,-103167.15477072487,0.040533196181058884,-0.11142526566982269,22.307971824563825,False,True,-1455270.875
7,10/29 09:10:22,7617,-84302.99885969784,-0.06742259114980698,0.10586578398942947,1.2289001020232369,False,True,-2192924.0
8,10/29 09:10:41,1825,-100941.18213869278,-0.06844237446784973,-0.12589848041534424,8.588178241453647,False,True,-519402.78125
9,10/29 09:10:47,430,-108989.34552855206,-0.1170581504702568,0.06377511471509933,13.109159849161909,False,True,-2045479.25
10,10/29 09:11:03,1336,-143210.8404056154,0.041043721139431,0.004736663773655891,5.168934484099879,False,True,-3128214.25
11,10/29 09:13:01,8329,-72084.08127858392,0.13263337314128876,-0.09873469173908234,2.9943304955020187,False,True,-2126456.75
13,10/29 09:16:15,10000,-664.8197549791076,0.0015778526430949569,0.00989740714430809,27.817383439541604,False,True,-57935.0546875
14,10/29 09:16:35,1174,-120490.37077261509,0.13207972049713135,0.006856872234493494,3.1580963560168698,False,True,-867232.75
15,10/29 09:16:43,630,-105044.8237660442,0.014290963299572468,0.020996659994125366,13.003254445930763,False,True,-2976817.75
16,10/29 09:16:51,493,-98536.12865138089,-0.07340075820684433,0.09148789197206497,24.046465057989447,False,True,-5447857.5
17,10/29 09:17:06,847,-96884.53348192097,-0.012684532441198826,-0.07675223052501678,20.161404849974446,False,True,-1083274.125
18,10/29 09:17:17,931,-106704.3282591799,-0.12013596296310425,0.03616221249103546,8.215288563974019,False,True,-1270686.75
19,10/29 09:17:34,1303,-107956.3413651844,0.07264694571495056,-0.06411413848400116,6.145697263165986,False,True,-12651914.0
20,10/29 09:17:40,372,-99185.33140324101,0.011665000580251217,0.13416782021522522,18.80606191572707,False,True,-680130.375
21,10/29 09:17:54,865,-105814.76030374326,-0.11468097567558289,-0.01164803747087717,24.003960259058847,False,True,-837612.4375
22,10/29 09:18:10,1350,-101428.43000853814,0.1257113814353943,-0.09602484107017517,22.676181401021847,False,True,-3416647.0
24,10/29 09:19:02,3810,-110260.7117448035,0.029567673802375793,0.10436974465847015,11.2464149234217,False,True,-823225.625
25,10/29 09:19:16,1022,-105576.56233271518,-0.10303735733032227,0.12531153857707977,13.711911724080123,False,True,-4739863.0
26,10/29 09:19:29,855,-102241.03873159693,0.04520310461521149,-0.034463148564100266,8.619836783085182,False,True,-9519689.0
27,10/29 09:19:44,1253,-124044.09364608715,0.12627869844436646,0.036088380962610245,3.9141881454644434,False,True,-763973.1875
28,10/29 09:19:54,718,-114149.23503999975,0.08155663311481476,0.03396603837609291,29.4369217779301,False,True,-988111.125
29,10/29 09:20:01,537,-102853.06813642943,-0.016267983242869377,-0.08807787299156189,19.957347277817494,False,True,-985693.875
30,10/29 09:20:10,708,-109509.4437325626,0.012577476911246777,0.1101456880569458,11.202234917686086,False,True,-892329.0625
31,10/29 09:20:21,633,-101463.04772237704,0.06648249924182892,-0.10323274880647659,5.907102290562402,False,True,-2760880.5
32,10/29 09:20:32,699,-111773.61690317938,0.07995817065238953,0.0356646329164505,23.550288255090923,False,True,-966709.125
33,10/29 09:20:40,448,-103150.44845477963,-0.04711286351084709,-0.11451464146375656,6.8748296115909415,False,True,-638198.625
35,10/29 09:21:08,2142,-116076.65034840166,0.10575228929519653,-0.09270875155925751,21.39908209854929,False,True,-8899169.0
