epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g
1,10/27 10:37:04,10000,-1990424.2058449711,-0.0974080124418259,-0.010173062378514402,
2,10/27 10:39:57,10000,-1597402.4462628458,-0.11312453146635965,-0.06757517188650296,
3,10/27 10:42:06,7041,-1203693.8957312875,-0.036195429086724115,0.15000670533502003,
4,10/27 10:42:18,699,-87159.85194928377,-0.15013669350974207,-0.10627205685378949,
5,10/27 10:42:26,460,-97345.25225288156,-0.1501588250403911,-0.12627543268026345,
6,10/27 10:44:56,10000,-1924350.7729880465,-0.10028027516015572,-0.08650717683201584,
7,10/27 10:45:04,392,-67903.03366455884,0.15007134704914138,-0.09159579199262159,
8,10/27 10:45:46,2249,-484558.8875756106,0.1500922468161583,-0.09647886129408988,
9,10/27 10:48:20,10000,-1784295.7347236765,-0.11901133748749138,-0.06683471081977432,
10,10/27 10:48:28,674,-165851.58154532293,0.15023945934772753,-0.1260715988307148,
11,10/27 10:48:42,667,-107481.21052395318,0.1500721767854281,-0.07518478199534068,
12,10/27 10:48:54,580,-132755.3584793113,-0.15000982906465077,0.02546571311381513,
13,10/27 10:49:07,658,-54031.952262507795,-0.15019201504385568,-0.08624090698687929,
14,10/27 10:49:20,681,-82162.56982822997,-0.15025289940286932,-0.0559819606315867,
