epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g,terminated,truncated,start_distance,final_distance,total_reward_per_L1_dist
33,10/30 16:09:28,10000,-2907.3068790029847,-0.02391917258501053,0.04901834949851036,25.196938145407987,False,True,0.05454287606927901,0.03347476810721378,-53303.145864735765
34,10/30 16:12:16,10000,-30854.058570477413,0.07357364147901535,0.049185611307621,9.328296981820806,False,True,0.0885003135919403,0.1130630830882025,-348632.1948274688
35,10/30 16:12:26,418,-99074.16412837616,0.1345299780368805,-0.007191281765699387,16.591839625670865,False,True,0.1347220460948197,0.21218951288597995,-735396.818859521
36,10/30 16:12:40,538,-102517.24912213569,0.08429379761219025,0.0018127575749531388,23.415633273694294,False,True,0.08431328640260706,0.2122992618649182,-1215908.5892181015
37,10/30 16:13:45,2742,-135896.67495443783,-0.09353182464838028,0.10769819468259811,8.497754786797117,False,True,0.142643273506059,0.21220266916473704,-952703.0024914943
38,10/30 16:13:53,511,-100374.60571364136,0.12514127790927887,-0.09486966580152512,22.076267055007865,False,True,0.15703692165020178,0.21214764668208907,-639178.383394606
39,10/30 16:14:00,597,-100856.19829121932,0.09048094600439072,-0.02454017847776413,14.35060034798158,False,True,0.09374978144938108,0.21213276478032084,-1075801.9563562956
40,10/30 16:14:10,761,-116890.52802908,-0.015189675614237785,0.05134555324912071,25.406542563915714,False,True,0.053545234574207214,0.21276651034567945,-2183023.9228307772
41,10/30 16:14:24,1173,-112161.64781309283,-0.09584399312734604,0.09713996201753616,23.908865340288123,False,True,0.1364633422458847,0.2125988615590923,-821917.7836857889
42,10/30 16:14:33,743,-137729.13456328525,0.024057012051343918,-0.08154895156621933,27.401286013233662,False,True,0.08502335557545475,0.2014138720481847,-1619897.6578977322
43,10/30 16:14:45,939,-140027.65825149033,-0.029785919934511185,-0.11897479742765427,19.234564954528956,False,True,0.12264666109811204,0.21243815170734132,-1141716.0238832287
44,10/30 16:14:56,904,-139695.4285837534,-0.045240387320518494,-0.11706123501062393,19.236177595006623,False,True,0.12549910146175022,0.21256427511425974,-1113118.9542925132
45,10/30 16:15:10,760,-113528.58546232851,-0.10484220832586288,-0.017996614798903465,27.774766500854206,False,True,0.10637559269853157,0.09381479306882887,-1067242.800555467
46,10/30 16:29:16,3587,-154402.77998692432,-0.0980169028043747,-0.05285434424877167,27.59665011239277,False,True,0.11135930745623357,0.2122848150619072,-1386527.83960252
