epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g,terminated,truncated,total_reward_per_L1_dist
1,10/29 02:50:45,2633,-111459.9052278515,-0.005219988990575075,-0.073948435485363,25.376292528544006,False,True,-1407883.375
2,10/29 02:50:50,1038,-124669.15337268576,-0.12662044167518616,-0.00765872560441494,8.716960034599476,False,True,-928432.625
3,10/29 02:51:03,2583,-90839.45566185308,0.010114269331097603,0.0012034601531922817,5.127155037047051,False,True,-8026296.0
4,10/29 02:51:05,393,-105367.82710929695,0.11286630481481552,0.0856463685631752,19.811436896688164,False,True,-530786.375
5,10/29 02:51:08,453,-104767.84387866058,-0.05801212415099144,0.08756092935800552,22.12512341213902,False,True,-3545586.5
6,10/29 02:51:11,651,-103610.45319469739,0.054729361087083817,-0.0614391565322876,18.868061777118818,False,True,-15441671.0
7,10/29 02:51:15,578,-104658.61898769345,0.026243992149829865,0.07204362004995346,11.967319892004186,False,True,-1064820.0
8,10/29 02:51:18,638,-102062.86084252039,0.1325673758983612,0.05997276306152344,3.674087737088576,False,True,-530086.125
9,10/29 02:51:21,441,-102223.09506705488,0.13920705020427704,-0.07074140012264252,5.205591974217243,False,True,-1493056.625
10,10/29 02:51:24,652,-107784.04033608007,0.03738252446055412,-0.028871910646557808,17.592774633192427,False,True,-12664661.0
11,10/29 02:51:31,1211,-167746.93093653762,-0.09745336323976517,-0.03749646618962288,4.564178982607465,False,True,-1243031.875
12,10/29 02:51:36,758,-121148.65342273627,-0.12977029383182526,0.03539087623357773,6.630841203982634,False,True,-1283634.25
13,10/29 02:51:43,601,-99963.99718368887,0.053141314536333084,-0.019774314016103745,19.496284903481985,False,True,-2995894.0
14,10/29 02:51:46,352,-102065.37787652126,0.04879453778266907,0.12038887292146683,10.324160491198667,False,True,-603282.4375
15,10/29 02:51:54,917,-121123.72523216334,-0.06019711494445801,-0.08939234912395477,6.439846236126663,False,True,-809707.625
16,10/29 02:52:03,925,-139695.45304910064,-0.09421276301145554,-0.06298164278268814,11.153489546187698,False,True,-888679.5625
17,10/29 02:52:07,464,-101728.43189778461,-0.05313505977392197,0.0798477828502655,12.049786087166247,False,True,-3808238.75
18,10/29 02:52:10,284,-104058.85764429088,-0.09765148162841797,0.13550671935081482,19.111043148712152,False,True,-2748863.0
19,10/29 02:52:17,699,-113907.36452048778,-0.00357817392796278,-0.059673409909009933,18.813400062245677,False,True,-1800861.875
20,10/29 02:52:21,354,-101774.78808143693,0.0374562069773674,0.1020556092262268,21.257126934226523,False,True,-729506.5625
21,10/29 02:52:25,396,-101520.77182265907,0.08533323556184769,0.0843466967344284,25.87162732712433,False,True,-598307.4375
22,10/29 02:52:33,828,-105747.93475739229,0.10821297019720078,-0.12169036269187927,8.912427304143021,False,True,-7846320.0
23,10/29 02:52:38,529,-101048.08896945891,-0.012523980811238289,0.04064350202679634,29.4599531071328,False,True,-3593520.75
24,10/29 02:52:43,755,-126870.58298586367,-0.033620286732912064,-0.09343387186527252,16.04493409355851,False,True,-998555.1875
25,10/29 02:52:47,394,-103453.63933947601,0.028867319226264954,0.09202560037374496,12.621729909484657,False,True,-855746.0625
26,10/29 02:52:54,790,-105250.3875737998,0.061895377933979034,-0.10314098745584488,6.467078680314604,False,True,-2551796.25
27,10/29 02:52:58,474,-104975.36679530295,0.09636201709508896,-0.09278597682714462,24.741724148587004,False,True,-29355198.0
28,10/29 02:53:03,436,-102727.83063151051,0.12545271217823029,-0.09930738806724548,12.56992966221853,False,True,-3929109.0
29,10/29 02:53:06,333,-103568.87405723671,0.021321801468729973,0.114772267639637,7.85670895661468,False,True,-761009.5
30,10/29 02:53:11,457,-105868.41813063675,0.12709982693195343,-0.1330622285604477,24.748423260480607,False,True,-17756004.0
31,10/29 02:53:16,351,-109797.5635074498,0.11136851459741592,0.09924472868442535,26.91939044305914,False,True,-521323.15625
32,10/29 02:53:23,905,-121311.15465559656,0.0025293792132288218,0.03054104559123516,2.3553388206048385,False,True,-3668267.0
33,10/29 02:53:27,398,-103232.45504146113,0.05882679671049118,0.09934043884277344,8.081199575964353,False,True,-652679.125
34,10/29 02:53:31,607,-128928.07493738792,-0.04018918424844742,0.019965069368481636,13.19073980635771,False,True,-6374967.5
35,10/29 02:53:33,429,-108229.3489624483,0.09677228331565857,0.06569256633520126,11.876201347812094,False,True,-666170.875
36,10/29 02:53:38,463,-107603.41636008547,0.07837238162755966,0.06004004180431366,29.506625848147735,False,True,-777411.5625
37,10/29 02:53:42,661,-117672.78716386718,-0.09376271814107895,-0.017044181004166603,21.303446692560616,False,True,-1061962.625
38,10/29 02:53:47,891,-162452.55208734202,-0.08284959197044373,-0.0764457955956459,6.625556401161691,False,True,-1019819.5625
39,10/29 02:53:53,843,-141832.85990946277,-0.09861373901367188,-0.09907753020524979,13.69734488276108,False,True,-717446.25
40,10/29 02:54:02,1062,-136514.4068448555,-0.13294005393981934,-0.12595394253730774,8.325433469524125,False,True,-527298.4375
41,10/29 02:54:06,436,-107293.81701230058,-0.034548576921224594,0.08788266777992249,15.419012970664665,False,True,-2011730.5
42,10/29 02:54:11,380,-102083.33362813485,0.09610126167535782,0.08535570651292801,22.19826723418079,False,True,-562576.0
43,10/29 02:54:15,465,-105031.55858449437,0.09772680699825287,0.036731451749801636,27.50870605588732,False,True,-781146.1875
44,10/29 02:54:22,958,-141442.4783958129,-0.11450104415416718,0.04171624407172203,1.285368524525034,False,True,-1943297.125
