epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g,terminated,truncated,total_reward_per_L1_dist
0,10/29 07:49:17,10000,-8463.321782142486,-0.04401515796780586,-0.01345016434788704,2.1570424125302075,False,True,-147277.03125
1,10/29 07:49:32,1829,-96615.70705310597,0.017926711589097977,-0.08457794040441513,21.444259565713402,False,True,-1449571.375
2,10/29 07:49:37,965,-98639.02003168048,0.1318538784980774,0.02499965950846672,29.358114462131244,False,True,-628860.6875
3,10/29 07:49:49,2577,-101949.98781463712,0.09383970499038696,-0.07867226004600525,15.259018882338097,False,True,-6721632.0
4,10/29 07:50:39,10000,-11193.120960052898,-0.03342048078775406,-0.054387979209423065,2.5150341968596677,False,True,-127472.015625
5,10/29 07:51:36,10000,-28402.256673934226,0.06498884409666061,0.054735977202653885,12.609011423790214,False,True,-237229.46875
6,10/29 07:52:36,10000,-31419.58683867605,-0.05579614266753197,0.07176467776298523,18.39278504539674,False,True,-1967593.5
7,10/29 07:53:04,2380,-108283.29312987745,0.07277600467205048,0.043106842786073685,29.758995030361184,False,True,-934420.4375
8,10/29 07:54:20,10000,-11035.308429698165,-0.10734601318836212,-0.0067217121832072735,4.644765913407078,False,True,-96743.4765625
9,10/29 07:54:34,1619,-162502.4227982604,0.075863778591156,-0.07104015350341797,29.137627171318243,False,True,-33688860.0
10,10/29 07:55:34,1857,-101798.27250916467,0.050518836826086044,-0.12278886139392853,21.863279507910914,False,True,-1408582.375
11,10/29 07:55:47,1775,-97828.18793186796,-0.01701977662742138,0.005211974028497934,8.789419072058925,False,True,-8285045.5
12,10/29 07:55:53,741,-101983.51415662028,-0.09324480593204498,0.09296388924121857,24.55228040110701,False,True,-363038304.0
13,10/29 07:55:58,632,-52748.09588136909,0.00743375439196825,0.010855982080101967,26.588981625224168,False,True,-2884027.0
14,10/29 07:56:02,495,-113925.59967125271,-0.05936078727245331,-0.032129447907209396,24.994635535172645,False,True,-1245221.375
15,10/29 07:56:06,352,-106916.29748053389,0.13120920956134796,-0.12996038794517517,24.16252321772715,False,True,-85613744.0
16,10/29 07:56:11,612,-123126.43537681471,0.025215696543455124,-0.016422616317868233,27.860737757428925,False,True,-14002651.0
17,10/29 07:56:15,419,-114933.77799438505,0.13248643279075623,-0.11552951484918594,22.45793563246864,False,True,-6777987.5
18,10/29 07:56:18,272,-108277.79744610848,0.09024611860513687,-0.13383543491363525,29.47884622109964,False,True,-2484044.5
19,10/29 07:56:24,670,-125616.94471204178,-0.0005471898475661874,0.09071694314479828,27.685775202008145,False,True,-1393116.25
20,10/29 07:56:54,4371,-89489.63265813622,-0.020934322848916054,0.1332293301820755,9.45092394201776,False,True,-796915.5
21,10/29 07:57:59,8576,-71548.8721317733,-0.13499414920806885,-0.127637580037117,8.867997411801543,False,True,-272430.4375
22,10/29 07:58:10,1226,-101128.493290383,0.05802922695875168,0.03302997723221779,18.548461485268284,False,True,-1110579.5
