epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g
1,10/28 08:17:49,10000,-7322.044825523859,-0.015927348285913467,0.03973715007305145,4.530595114682538
2,10/28 08:18:19,7292,-61961.825774941644,-0.10674968361854553,-0.005360388662666082,6.9872469524023435
3,10/28 08:18:48,10000,-68272.32185673194,0.08480031043291092,0.005713703576475382,12.296778788401443
4,10/28 08:18:50,358,-100756.65275677323,0.1055346131324768,0.02199254184961319,24.443057624479206
5,10/28 08:19:15,8080,-80858.53980521868,-0.10545571893453598,-0.02296590432524681,10.122259147749508
6,10/28 08:19:17,491,-101093.39363852689,-0.07446576654911041,0.0882684737443924,15.159755477780879
7,10/28 08:19:47,10000,-123748.33329214405,-0.1402634233236313,0.11741708964109421,2.660848517948462
8,10/28 08:19:49,454,-103001.73271883778,-0.08881282061338425,0.09952934831380844,11.178827776439377
9,10/28 08:20:06,5054,-108886.77727012342,0.08851049840450287,-0.11658859252929688,15.175348980747604
10,10/28 08:20:34,10000,-42791.15986696258,-0.055156026035547256,-0.0886853039264679,6.092085820903156
11,10/28 08:21:04,10000,16057.33060799146,-0.019884290173649788,0.015576599165797234,10.689714518010682
12,10/28 08:21:06,438,-120221.13227269583,-0.08261663466691971,0.020572734996676445,24.532169487406005
13,10/28 08:22:04,10000,-18498.362188933377,-0.07513285428285599,-0.0011092554777860641,3.7964166269113946
14,10/28 08:22:08,512,-108784.59247363696,0.0555628165602684,0.07060632109642029,29.89768433660559
15,10/28 08:22:10,357,-101662.94909915615,0.06702584028244019,0.12336379289627075,29.598326171575376
16,10/28 08:22:12,510,-104178.35347297614,0.0642518624663353,0.016085641458630562,29.13095537372823
17,10/28 08:22:57,8020,-104196.07803916222,0.12477360665798187,-0.11755022406578064,8.377354882725948
18,10/28 08:23:01,637,-100889.83356224158,0.050938256084918976,0.019853193312883377,16.317050229171876
19,10/28 08:23:05,908,-100942.94523297073,-0.045553576201200485,-0.01923004537820816,17.565252941406396
20,10/28 08:23:11,996,-116887.4262562581,-0.1289970874786377,-0.0700230523943901,22.922781025543607
21,10/28 08:23:14,411,-105174.40754915107,-0.13124102354049683,0.0964965745806694,24.658185466141756
22,10/28 08:23:25,2028,-101986.43832394507,0.032593000680208206,-0.05090960115194321,8.31969685375542
23,10/28 08:23:32,1122,-109699.94249351732,-0.11171193420886993,-0.092551589012146,14.223269087968525
