epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g
1,10/27 09:26:46,10000,-1033532.1120685259,-0.0076186363511925575,-0.1000295674839019,
2,10/27 09:27:59,10000,-48588.0075289208,-0.007272622514236718,-0.008308083419317451,
3,10/27 09:29:08,10000,-2105698.069933989,0.052592789046151396,0.1336170576967378,
4,10/27 09:29:11,335,-113023.44229606626,0.12369847999667449,0.15000534743930766,
5,10/27 09:30:21,10000,-1524251.5540293492,-0.11201145388255317,-0.0303617343694408,
6,10/27 09:31:31,10000,-313244.3978193432,0.049740253358316604,-0.0033327873277816697,
7,10/27 09:32:28,7770,-217669.13516561608,-0.15030037592180176,-0.002742552448855169,
8,10/27 09:32:38,1376,-187435.401669831,-0.15005694579698073,0.05274518017762925,
9,10/27 09:33:51,10000,-546745.0867836429,0.03925036837501149,0.06015271491183233,
10,10/27 09:35:04,10000,-158436.84177432678,0.03954194631818152,0.001253073993410559,
11,10/27 09:36:17,10000,-484842.32604030764,0.005382649156218552,-0.06826761077639229,
12,10/27 09:37:30,10000,-1823353.3325814132,-0.13896379474212803,-0.01393803956409126,
13,10/27 09:37:59,4059,-478478.28235939896,0.08948074605559687,0.15001802502730216,
14,10/27 09:38:10,1084,-204933.56152781376,0.09268199421662708,0.15001639347679654,
15,10/27 09:38:17,867,-157167.52022460886,-0.15005030483124415,0.05285414532645566,
16,10/27 09:38:32,1779,-324869.71972105256,-0.0750234420549341,0.15008670178943295,
17,10/27 09:39:03,3284,-562600.9745937663,0.050712897517368655,0.15013667068232694,
18,10/27 09:40:20,10000,-108669.73449293168,0.023466648245384334,-0.0025435107509881364,
19,10/27 09:40:33,992,-152819.22767448137,0.07643895820015922,0.15008458616361306,
20,10/27 09:43:04,10000,-231977.16019044598,-0.005673844368931777,0.003768162905706742,
21,10/27 09:43:33,2077,-369300.25626601593,-0.00650312549183192,0.15006048496297514,
22,10/27 09:47:07,10000,-1971702.4194057286,-0.10856198234871564,0.06999281815387647,
23,10/27 09:48:54,5771,-1229973.180684672,-0.15000008926610348,0.016823393500770053,
24,10/27 09:50:11,3608,-356352.2879402841,-0.15009597305670488,0.05755914406006881,
25,10/27 10:01:35,6544,-1435192.967590748,0.13724963796274278,0.15019275010695227,
26,10/27 10:02:09,1321,-162245.82233955894,-0.150010799612508,0.0664601949941593,
27,10/27 10:05:18,10000,-264293.092757027,-0.03613145654266137,-0.03266464229367603,
28,10/27 10:05:29,609,-102760.90231503166,-0.15004887012834717,0.04487053794000874,
29,10/27 10:05:40,606,-90996.76432728216,-0.024877671032912767,0.15001326949458227,
