epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g
1,10/28 06:08:32,10000,-1439.4090703350198,0.026086196303367615,0.021412305533885956,26.501612910988605
2,10/28 06:09:31,9065,-107207.96543555913,-0.10721729695796967,-0.10843929648399353,5.240561000791789
3,10/28 06:09:45,4222,-110493.05125102671,0.033796604722738266,0.12309768050909042,7.348700205102514
4,10/28 06:09:47,646,-100941.96618978397,-0.12817251682281494,-0.09508832544088364,12.124209296725999
5,10/28 06:09:52,1410,-136678.25041355373,0.13339312374591827,0.03709063306450844,14.559895739647846
6,10/28 06:09:58,968,-114589.17596592859,0.02453470602631569,0.04408124461770058,19.085032768574212
7,10/28 06:10:01,456,-99270.84200068587,-0.12623097002506256,-0.020619045943021774,18.260075270859076
8,10/28 06:10:06,913,-106852.91576936012,0.04792718589305878,-0.07717235386371613,21.347194219858487
9,10/28 06:10:11,851,-106943.83808568757,0.07491382956504822,-0.1009301245212555,21.277846618792385
11,10/28 06:10:55,10000,-41236.658998053594,-0.09885648638010025,0.02537011355161667,11.757456207546173
12,10/28 06:11:27,10000,-50663.77900778149,-0.11425696313381195,0.03692781180143356,8.902235392755829
13,10/28 06:12:05,6115,-97258.37027749684,0.09167883545160294,-0.042623523622751236,17.834922341648753
14,10/28 06:13:13,10000,-61481.83859472745,0.013269641436636448,-0.058495812118053436,8.519596355896011
15,10/28 06:14:17,10000,-109423.67108879064,0.04454021155834198,0.11400507390499115,10.516971884448852
16,10/28 06:14:21,497,-113861.50879162655,-0.04865941032767296,-0.07070381939411163,9.981075077263007
17,10/28 06:14:25,574,-105393.68100904599,-0.08518481254577637,-0.08250351995229721,21.054610095660752
18,10/28 06:14:28,376,-101084.24513901307,-0.11471082270145416,-0.009957126341760159,14.745126643602305
19,10/28 06:15:30,10000,-87587.7201361161,-0.1264052838087082,0.1300564706325531,5.78307263873859
20,10/28 06:16:37,10000,-70856.828435632,-0.06328397244215012,0.12043805420398712,1.7884367661975458
21,10/28 06:16:48,1500,-125104.27996693547,-0.08289696276187897,-0.1029476746916771,28.807408196977427
22,10/28 06:18:00,10000,-73241.96464651638,0.054817259311676025,-0.1283005028963089,7.315513228117852
23,10/28 06:18:08,1103,-76669.89219125318,0.07491188496351242,0.044935792684555054,18.266149318989733
24,10/28 06:18:30,3090,-100079.81977321047,0.06378208845853806,-0.12346237897872925,17.669365709114576
25,10/28 06:18:41,1483,-118657.255072884,0.09098171442747116,-0.05142662674188614,19.012851162833893
26,10/28 06:18:48,985,-154785.27689463465,-0.03617602214217186,0.10437780618667603,28.950011755384423
27,10/28 06:18:53,925,-100829.29306580307,-0.05682549253106117,-0.10726869851350784,9.588337096005574
28,10/28 06:18:54,265,-99495.04850922756,0.010476170107722282,-0.12996862828731537,23.895235523212982
29,10/28 06:18:57,507,-100081.32979458931,-0.004785981960594654,0.11198753863573074,29.409804940768783
