epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g
1,10/28 08:24:31,8387,-67696.11856569967,0.1209893673658371,0.009140669368207455,7.2999172516093385
2,10/28 08:25:02,10000,-56040.0518503844,0.013503724709153175,0.10825120657682419,3.319676907306176
3,10/28 08:25:28,10000,-41579.04294476397,0.07338674366474152,0.09207352250814438,4.069596168293948
4,10/28 08:25:43,3208,-98299.24420770435,0.07945596426725388,0.08184147626161575,19.933804521761598
5,10/28 08:25:49,1113,-102762.72837071736,-0.08925923705101013,0.06915928423404694,14.152973496632239
6,10/28 08:26:41,10000,-38201.37906089652,0.09491924941539764,0.021912742406129837,2.935843190790279
7,10/28 08:26:45,720,-100493.702568041,-0.0641975849866867,-0.05020381137728691,10.58796715910548
8,10/28 08:26:48,596,-106371.54724711126,-0.09401394426822662,0.00488519761711359,23.73981956599179
9,10/28 08:26:51,538,-104947.45446010906,-0.04996022954583168,0.030973292887210846,24.73901300552845
10,10/28 08:26:58,1199,-108854.92609863575,-0.1250056028366089,-0.01701197773218155,19.899608688590355
11,10/28 08:27:51,10000,-52987.596402657386,-0.058124806731939316,0.0990389809012413,2.1154937100745785
12,10/28 08:28:44,10000,-43055.04033371114,-0.08237451314926147,0.015996035188436508,4.3565526923433815
13,10/28 08:28:48,876,-100437.37645105999,0.12462719529867172,-0.04381768777966499,11.787045937813133
14,10/28 08:29:41,10000,-41189.207551440864,-0.10911733657121658,-0.054352082312107086,3.1603113185148635
15,10/28 08:29:54,2570,-95772.75484315355,0.04069226607680321,-0.13121876120567322,10.49417583380212
16,10/28 08:30:08,2633,-114969.92420850764,-0.018511449918150902,0.09639404714107513,21.10306662429352
17,10/28 08:30:21,2409,-158125.82379318879,-0.014218087308108807,0.055051255971193314,22.78407972871862
18,10/28 08:30:43,3768,-142917.32934880015,-0.09472078830003738,0.11916417628526688,9.414225687606509
19,10/28 08:31:36,10000,-18240.958071767232,0.013965485617518425,0.09559164941310883,3.4167570901640407
20,10/28 08:32:16,7318,-97413.44107456526,-0.07610171288251877,-0.1414908915758133,4.086648725623792
21,10/28 08:32:28,1977,-113964.93758245454,0.04613472521305084,0.04684647172689438,26.335137215283627
22,10/28 08:32:35,1290,-99243.3421146743,-0.058571405708789825,-0.03178060054779053,11.228454096629466
23,10/28 08:33:31,10000,-18035.497319134654,0.08759527653455734,0.03107820823788643,4.9035420581324285
24,10/28 08:34:25,10000,-7927.1343039267285,-0.027390193194150925,-0.03884391486644745,1.3510428268230843
25,10/28 08:35:14,8686,-131872.52063700842,-0.11139678210020065,0.020321136340498924,12.959678127670772
26,10/28 08:36:06,9213,-37590.79989866229,0.07017825543880463,0.0597766675055027,8.950325420144893
27,10/28 08:36:14,1550,-111722.54867901094,0.08208250999450684,0.06792512536048889,24.670376346515262
28,10/28 08:36:43,5119,-89101.25702994593,0.08003447949886322,0.06873505562543869,14.213957673922868
29,10/28 08:37:43,10000,-28374.634395680416,0.09911071509122849,-0.017398929223418236,2.998792885632912
30,10/28 08:38:29,7746,-44977.1245947531,-0.012030607089400291,-0.04450393095612526,11.093989545977502
31,10/28 08:38:54,4198,-86714.05945137145,0.10147541761398315,-0.0031989796552807093,6.166287540682093
32,10/28 08:38:58,634,-113679.30448847645,0.03946704417467117,-0.04408542066812515,14.10924761057122
33,10/28 08:39:01,461,-101146.16604757059,-0.016681144014000893,-0.109204962849617,8.12945274312116
34,10/28 08:39:09,1263,-103410.9938144081,-0.08186176419258118,0.0027678615879267454,13.58202778887382
35,10/28 08:40:05,10000,-38129.2907194271,0.03435153514146805,-0.0927450880408287,3.0481144398670237
36,10/28 08:40:20,2425,-97637.04177646943,0.0514942929148674,-0.005911663640290499,13.13436822513283
37,10/28 08:41:05,10000,-43797.85110002975,0.002432751003652811,-0.10295956581830978,2.929072486615279
38,10/28 08:41:12,1794,-101298.31727116877,-0.131717711687088,0.0739697813987732,13.525990201742513
