epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g
1,10/28 00:04:00,40000,-73749.60599433993,0.030959181487560272,-0.09751423448324203,22.557299557068973
2,10/28 00:07:15,40000,-156005.2638146512,0.008880134671926498,-0.13936491310596466,2.818518758465617
3,10/28 00:10:30,40000,-12444.15209371675,0.11669199913740158,0.05669999495148659,17.361097187348754
4,10/28 00:13:38,40000,-133244.47721606065,0.10841380059719086,0.09305797517299652,7.520229829195546
5,10/28 00:15:44,40000,-33191.2026266812,-0.06141835078597069,-0.03074726089835167,12.094895781012415
6,10/28 00:19:04,40000,-91290.80534167432,-0.10676517337560654,-0.030709801241755486,28.062692435419923
7,10/28 00:22:43,40000,-186834.07515264838,0.11149949580430984,-0.10134980827569962,17.150829715136936
8,10/28 00:26:22,40000,-3872.6264312206554,-0.014410099945962429,0.016926471143960953,6.253746237296426
9,10/28 00:28:40,40000,-39894.342072847445,-0.07284805178642273,-0.0052512227557599545,27.351491278799003
10,10/28 00:31:07,40000,-9221.55985128016,-0.006803705357015133,0.03337349742650986,14.956451620968602
11,10/28 00:33:41,40000,-2529.6460260289723,0.00981160905212164,-0.011094313114881516,28.74608930308256
12,10/28 00:36:16,40000,-102341.1905518056,-0.11118253320455551,0.01920648105442524,14.502363785221528
13,10/28 00:38:58,40000,-114477.92027014474,-0.11916269361972809,0.01280077826231718,7.8538505066152835
14,10/28 00:41:42,40000,-68567.50823895418,-0.09081574529409409,0.01806490309536457,2.0577079689612803
15,10/28 00:44:25,40000,-50355.614890410536,0.06661427021026611,-0.037112046033144,12.058079919514169
16,10/28 00:49:03,40000,-6159.948846713448,-0.02305764891207218,-0.015424808487296104,12.775402385069835
18,10/28 00:56:41,40000,-36636.7586478507,-0.055642254650592804,0.03827803209424019,11.416916208804
19,10/28 00:58:38,40000,-81849.03649546587,0.11120609194040298,-0.0308421291410923,20.196284646243722
20,10/28 01:00:38,40000,-78782.07995590477,-0.026833759620785713,-0.09192461520433426,13.08245538357252
21,10/28 01:02:30,40000,-15764.904142246778,-0.03515903651714325,-0.028831057250499725,4.427112805103581
22,10/28 01:04:27,40000,-44171.49897563576,-0.0252156313508749,0.07290052622556686,21.45812027484649
23,10/28 01:06:38,40000,-63516.46150263063,-0.06497364491224289,-0.059321388602256775,28.258387056630472
24,10/28 01:08:54,40000,-97780.91212745057,-0.03835317865014076,-0.10421635955572128,9.53391746132799
25,10/28 01:11:12,40000,-164961.54812017624,-0.019931158050894737,0.1422114223241806,1.2627838986544722
26,10/28 01:13:34,40000,-175698.05568523673,-0.08901938050985336,0.11178775876760483,26.2740389005684
27,10/28 01:15:51,40000,-5914.546449444356,0.0033028170000761747,-0.02952370047569275,20.9742725423695
28,10/28 01:18:36,40000,-5404.774978871747,0.024613747373223305,0.006922593805938959,24.438778405855906
29,10/28 01:23:12,40000,-93460.27460987141,-0.10251060873270035,-0.03285940736532211,14.204147591151791
30,10/28 01:27:41,40000,-170468.3481982155,-0.13062435388565063,0.06515665352344513,1.6018700365891878
31,10/28 01:32:11,40000,-60201.55223568612,0.0412820428609848,-0.0837717205286026,29.584620652946974
32,10/28 01:37:07,40000,-39862.488460992645,-0.048769839107990265,0.05103648081421852,1.3917743040546553
33,10/28 01:42:03,40000,-144143.6197374488,0.06268812716007233,0.12445192784070969,12.568932673638889
