epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g,terminated,truncated,total_reward_per_L1_dist
1,10/29 11:03:54,10000,-76304.61879940961,0.09270744025707245,-0.10225498676300049,19.370000164299718,False,True,-7992065.5
2,10/29 11:04:10,10000,-61901.84032568975,0.05396706983447075,0.11195685714483261,23.53369081905017,False,True,-373073.625
3,10/29 11:04:25,10000,-21089.164573410322,0.02693917602300644,-0.06739825755357742,17.526751191335887,False,True,-521246.71875
4,10/29 11:04:35,1398,-117533.59901552985,0.03356127813458443,0.13630123436450958,11.247190919812189,False,True,-691933.75
5,10/29 11:04:40,796,-142325.39058939932,0.047522518783807755,-0.032785043120384216,11.452870806235662,False,True,-9657379.0
6,10/29 11:04:47,757,-119573.73171120866,0.06800264865159988,-0.02624894492328167,23.583912764928566,False,True,-2863787.5
7,10/29 11:04:54,697,-125341.62457945937,0.02889098972082138,-0.04014221206307411,27.607706160823277,False,True,-11140267.0
8,10/29 11:05:01,820,-111214.63611141959,0.06316735595464706,0.04985274374485016,27.121441537307188,False,True,-984025.25
9,10/29 11:05:07,381,-102725.86579254478,-0.10708943009376526,-0.07561176270246506,27.720330866351148,False,True,-562261.5625
10,10/29 11:05:22,851,-140699.20678875607,0.05435958877205849,0.08803384751081467,15.277278283925694,False,True,-988101.75
11,10/29 11:05:36,1423,-83966.38188932496,0.019571831449866295,-0.013542653992772102,23.276403214799824,False,True,-13926673.0
12,10/29 11:05:49,702,-99628.5715343153,0.029153915122151375,0.08814773708581924,11.575814522634095,False,True,-849336.5
13,10/29 11:06:01,707,-98198.837642347,0.03134188801050186,0.11361926048994064,6.325758321335162,False,True,-677414.875
14,10/29 11:06:13,782,-104087.32628202076,-0.05988702550530434,-0.043660812079906464,14.648307800731473,False,True,-1005210.0
