epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g
1,10/27 08:46:13,10000,-464740.2625774315,0.053798835144789114,-0.040045435406158285,
2,10/27 08:47:42,10000,-1008468.6659135629,0.10059308482639247,-0.020510447698988212,
3,10/27 08:48:05,2692,-367464.21648494777,0.07818771203104097,0.1500855550298286,
4,10/27 08:48:13,914,-169962.04949403988,-0.07273785323939493,0.15054251954207679,
5,10/27 08:49:31,8675,-864046.7957266588,-0.13578826954041986,-0.15002055084922894,
6,10/27 08:49:47,1791,-287778.0151229792,-0.07771733369681677,-0.15019413664160686,
7,10/27 09:02:01,1957,-165577.65642256802,0.15014969384635546,-0.057458804412566886,
8,10/27 09:02:48,4388,-414942.614479443,0.1500731231580021,-0.019612726170834656,
9,10/27 09:03:15,1930,-276804.39304170775,-0.07782081654492194,-0.1500609404779524,
10,10/27 09:03:26,564,-89607.23778481536,0.04934079727766875,0.15004660120849284,
11,10/27 09:03:51,1559,-213148.46421224347,-0.02453822931364184,0.1503063458330298,
12,10/27 09:04:24,1801,-239901.3884280165,0.15012722186384672,-0.04536316938689072,
13,10/27 09:05:52,5398,-749009.8006810625,0.10739358923275522,0.15002851524836427,
14,10/27 09:09:43,10000,-1929767.2076013954,0.07673426452084608,-0.061020105724223506,
15,10/27 09:09:52,570,-89348.26742614707,0.09741081636375483,0.1500844324765521,
16,10/27 09:13:26,10000,-354976.1423656448,0.04621032890714001,0.003874261726535752,
17,10/27 09:13:32,310,-65502.069954509534,0.001284239321842258,-0.15004023522399715,
18,10/27 09:14:01,2308,-406450.38040062215,0.042646935736857496,-0.1501143885034451,
