epoch,datetime,duration,total_reward,ball_x,ball_y,ball_mass_g
1,10/27 04:20:03,10000,-2214869.080585291,-0.07401874268533487,-0.057269244169190436,
2,10/27 04:23:37,10000,-937671.1483072437,-0.12612701326086623,-0.08937665543644342,
3,10/27 04:24:00,1057,-110048.6532859579,-0.15002841059254207,-0.01588552648952468,
4,10/27 04:24:22,973,-153523.9595289839,-0.15010815012064002,-0.036234763955739546,
5,10/27 04:24:41,812,-91176.65116939716,-0.15002436481371015,-0.0473213168921926,
6,10/27 04:25:02,743,-170033.876896702,-0.15003403102134563,-0.08156295789130132,
7,10/27 04:25:33,1244,-121401.91252263618,-0.015933400089500706,-0.15001560194650562,
8,10/27 04:26:24,2124,-366655.01930611965,-0.1500191896240984,-0.12144071707839874,
9,10/27 04:27:06,1551,-192600.33814054896,-0.15017245400992923,-0.12375586129205965,
10,10/27 04:30:51,10000,-197214.96428083343,-0.01886922898061297,0.012739032900476144,
11,10/27 04:31:10,624,-134126.40698360547,-0.15007462350547826,-0.08499920115521986,
12,10/27 04:32:13,2511,-731895.7371607292,0.10299426009624907,-0.1500005708101386,
13,10/27 04:36:47,10000,-443214.87354235223,0.027286629622155636,-0.05220363073387568,
14,10/27 04:37:09,745,-128832.0147267763,-0.15002966101843837,0.0032820813275392527,
15,10/27 04:41:03,10000,-990897.3168337474,0.058014447697611826,-0.06833097912220895,
16,10/27 04:44:58,10000,-632400.5868726531,-0.045136562721058815,-0.050666152372839585,
17,10/27 04:45:15,568,-201680.7655836288,0.13192269336415477,-0.1500160416604696,
18,10/27 04:49:06,10000,-1871955.6648253435,-0.12280218916445576,-0.0590906833733063,
19,10/27 04:51:09,5166,-648872.6794691021,-0.15014571618843667,-0.05575526193223093,
20,10/27 04:55:02,9856,-442328.9296962583,0.0025253447659121086,-0.0051519018905138375,
21,10/27 04:59:05,10000,-1691403.5329123698,-0.09825476648880681,-0.07461361203425705,
